algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
idqn,1,500300,18.917967,2.654287,18.917967,2.654287,18.917967,2.654287,18.917967,2.654287,18.917967,2.654287,0.05,17.52840232849121,12.67,0.85,62.4,94.58982,0.1899227599403821,4.6282935,0.3570714214271425,18.343391180476964,13.271435,0.0434704181365899,9448
idqn,1,550341,18.357328,3.138803,18.357328,3.138803,18.357328,3.138803,18.357328,3.138803,18.357328,3.138803,0.05,23.216293334960938,14.34,0.77,65.91,91.786644,0.2032686012599151,5.685455,0.4208325082500163,26.816075402638614,15.6940155,0.0652742680749881,10227
idqn,1,600398,19.321396,2.3131166,19.321396,2.3131166,19.321396,2.3131166,19.321396,2.3131166,19.321396,2.3131166,0.05,17.81851577758789,15.05,0.91,57.12,96.60698,0.1840088328724959,4.1385384,0.2861817604250836,17.29698239578222,11.565583,0.0444856328048703,11031
idqn,1,650434,19.060122,2.7285593,19.060122,2.7285593,19.060122,2.7285593,19.060122,2.7285593,19.060122,2.7285593,0.05,19.23795890808105,14.12,0.88,59.48,95.30061,0.1933258190471679,4.4210405,0.3249615361854384,21.44969929859158,13.6427965,0.0542357998024932,11869
idqn,1,700456,19.529018,1.849428,19.529018,1.849428,19.529018,1.849428,19.529018,1.849428,19.529018,1.849428,0.05,17.254985809326172,14.75,0.93,59.52,97.645096,0.1906942733295727,4.3620524,0.2551470164434615,20.01473457230947,9.24714,0.0490304596159307,12689
idqn,1,750478,19.783258,1.2539626,19.783258,1.2539626,19.783258,1.2539626,19.783258,1.2539626,19.783258,1.2539626,0.05,15.813679695129396,15.81,0.97,57.35,98.9163,0.1871116979198996,3.4574413,0.1705872210923198,17.123886825134065,6.2698126,0.0423212714854083,13476
idqn,1,800526,19.489609,1.7727884,19.489609,1.7727884,19.489609,1.7727884,19.489609,1.7727884,19.489609,1.7727884,0.05,19.78175544738769,15.07,0.92,59.84,97.44804,0.1823659607977606,4.652429,0.2712931993250107,17.152679091034145,8.863942,0.0347566230387093,14287
idqn,1,850535,19.499216,2.0729048,19.499216,2.0729048,19.499216,2.0729048,19.499216,2.0729048,19.499216,2.0729048,0.05,14.922077178955078,16.77,0.94,56.61,97.49607,0.1789961720700375,4.467337,0.2374868417407583,16.460191371913027,10.364524,0.0385146485229665,15115
idqn,1,900631,19.062769,2.437515,19.062769,2.437515,19.062769,2.437515,19.062769,2.437515,19.062769,2.437515,0.05,15.607197761535645,14.87,0.86,64.01,95.31385,0.1999352766614174,5.5455475,0.3469870314579494,23.075309315369967,12.187573,0.055913036535897,15946
idqn,1,950674,19.758848,1.2720146,19.758848,1.2720146,19.758848,1.2720146,19.758848,1.2720146,19.758848,1.2720146,0.05,10.672776222229004,16.58,0.96,56.71,98.794235,0.187174499121611,3.8682814,0.1959591794226542,15.543677171120097,6.360073,0.0421525508307048,16738
idqn,1,1000787,15.246962,4.590102,15.246962,4.590102,15.246962,4.590102,15.246962,4.590102,15.246962,4.590102,0.05,9.011707305908203,13.54,0.47,103.61,76.23481,0.2922952649689978,4.6334004,0.4990991885387111,47.228782537770336,22.950512,0.1166799658305575,17459
idqn,1,1050791,19.694706,1.5503447,19.694706,1.5503447,19.694706,1.5503447,19.694706,1.5503447,19.694706,1.5503447,0.05,10.401124000549316,15.19,0.96,64.43,98.47353,0.2014374520780984,3.17709,0.1959591794226542,17.79901963592377,7.751724,0.0419034609040608,18188
idqn,1,1100818,19.32191,2.248753,19.32191,2.248753,19.32191,2.248753,19.32191,2.248753,19.32191,2.248753,0.05,9.604411125183104,14.25,0.91,67.91,96.60956,0.2193148504209239,3.9984372,0.2861817604250837,23.056059940935267,11.243765,0.0654002793710996,18925
idqn,1,1150874,19.422941,1.9245443,19.422941,1.9245443,19.422941,1.9245443,19.422941,1.9245443,19.422941,1.9245443,0.05,10.48397445678711,17.09,0.91,59.34,97.11471,0.1953039045468904,5.471919,0.2861817604250837,21.807897651997543,9.622722,0.0559723400934485,19708
idqn,1,1200945,19.0337,2.4954076,19.0337,2.4954076,19.0337,2.4954076,19.0337,2.4954076,19.0337,2.4954076,0.05,9.588095664978027,14.91,0.85,72.1,95.1685,0.2263830000301823,4.8499384,0.3570714214271425,27.872387769977657,12.477038,0.074264811584966,20530
idqn,1,1250977,19.736275,1.3586843,19.736275,1.3586843,19.736275,1.3586843,19.736275,1.3586843,19.736275,1.3586843,0.05,10.249519348144531,18.3,0.96,55.85,98.681366,0.1903987417300231,4.3,0.1959591794226542,14.536419779299166,6.793421,0.0389733837316746,21381
idqn,1,1301012,19.837255,1.3048967,19.837255,1.3048967,19.837255,1.3048967,19.837255,1.3048967,19.837255,1.3048967,0.05,8.047929763793945,18.69,0.98,58.16,99.18627,0.1906139220681507,3.1927886,0.1399999999999999,17.025110866012003,6.524483,0.0437035679529071,22249
idqn,1,1351048,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,0.05,7.55648136138916,16.56,0.92,61.11,96.77892,0.1941018708207411,4.389351,0.2712931993250107,25.95992873641991,12.018809,0.0739043162577947,23007
idqn,1,1401076,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,0.05,8.069734573364258,13.42,0.67,83.15,87.26078,0.2514189917297335,4.8993473,0.4702127178203498,44.15571876892052,20.950132,0.116391210239659,23843
idqn,1,1451133,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,0.05,9.127257347106934,12.69,0.37,111.82,73.52207,0.3281017436855473,4.3650775,0.4828043081829324,45.26927876606828,21.844332,0.1256881324895791,24594
idqn,1,1501171,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,0.05,7.098740100860596,18.42,0.95,57.03,97.996315,0.1822637788223801,5.331379,0.2179449471770337,14.707450492862453,9.544192,0.0365868360124257,25384
idqn,1,1551184,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,0.05,8.565643310546875,17.49,0.93,61.34,97.598656,0.1920052357780514,4.702116,0.2551470164434615,22.442023081709905,9.659986,0.0524225304227389,26213
idqn,1,1601218,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,0.05,7.460165977478027,15.83,0.9,52.09,96.94522,0.1593699037429178,4.7750497,0.3,15.27225916490419,10.75659,0.038673698785515,27061
idqn,1,1651239,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,0.05,6.956449508666992,18.28,0.91,58.37,96.719246,0.194100242916611,4.804332,0.2861817604250837,24.08138492695136,11.160166,0.0649450671347271,27901
idqn,1,1701355,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,0.05,10.993557929992676,16.74,0.93,57.48,97.509315,0.194071058347472,4.861317,0.2551470164434615,18.26826756975056,10.269556,0.0520234050256224,28700
idqn,1,1751385,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,0.05,7.684360504150391,15.71,0.92,58.36,97.56507,0.1943340936896856,4.813097,0.2712931993250107,20.138281952540044,9.419187,0.0584806961110255,29558
idqn,1,1801417,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,0.05,8.688247680664062,16.68,0.95,52.96,98.67549,0.1766128137515625,4.855677,0.2179449471770337,6.902057664204205,6.6663423,0.0175594409876639,30413
idqn,1,1851452,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,0.05,8.082404136657715,18.11,0.97,58.47,100.01616,0.2011592345690587,4.0519004,0.1705872210923198,16.915351016162806,8.236461,0.0519969939791222,31224
idqn,1,1901546,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,0.05,9.019613265991213,15.88,0.88,65.63,97.376595,0.21804873458168,4.9865417,0.3249615361854384,23.986936027763115,12.397788,0.0659076212401396,32048
idqn,1,1951548,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,0.05,7.555253982543945,18.27,0.94,56.76,99.31054,0.197417222126387,4.5516043,0.2374868417407583,16.846435824826568,9.028965,0.039827768586549,32864
idqn,2,50007,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,0.76246675,15.336800575256348,6.4,0.34,47.48,72.95097,0.1140980116475839,1.9899749,0.4737087712930805,9.505240659762382,21.203085,0.019628279718064,1190
idqn,2,100029,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,0.5248622500000001,22.77935028076172,7.11,0.3,54.17,72.84412,0.1571824353688862,3.1460927,0.4582575694955839,27.41534424368952,19.990284,0.0691032898917211,2550
idqn,2,150053,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,0.28724825,22.02175712585449,6.41,0.16,56.13,65.41569,0.1633564870775444,2.8252256,0.3666060555964672,30.606095798059577,17.936888,0.0697045090357313,3753
idqn,2,200069,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,0.05,22.61119842529297,8.3,0.53,55.23,81.534805,0.1503525058599188,3.7054014,0.4990991885387111,25.380250195772305,21.398085,0.0542354240487941,4728
idqn,2,250099,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,0.05,22.648277282714844,5.73,0.08,43.45,51.62562,0.1375012025376781,2.5054142,0.2712931993250107,16.6855476386003,17.590689,0.0399237087290936,5754
idqn,2,300128,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,0.05,27.32963752746582,8.44,0.45,51.05,80.21569,0.1518651679472532,4.27158,0.49749371855331,6.556485338960196,19.075874,0.0155881225241095,6710
idqn,2,350181,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,0.05,24.46131134033203,9.86,0.59,61.06,83.51471,0.1809305304347072,4.9880257,0.4918333050943175,24.577558869830828,21.452473,0.0571257469063688,7557
idqn,2,400209,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,0.05,25.559886932373047,11.01,0.66,76.95,88.24045,0.2143241791514447,4.2485175,0.4737087712930805,34.4541361813063,17.701628,0.0806944208387089,8278
idqn,2,450239,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,0.05,25.58290100097656,9.88,0.64,79.74,86.01273,0.2324398358509643,3.9630291,0.48,34.87853781338891,19.61353,0.0848200539340729,8872
idqn,2,500311,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,0.05,23.031665802001957,11.86,0.72,62.1,89.26838,0.1845555079320911,4.347459,0.4489988864128729,30.605391681858933,18.026155,0.0738772098678002,9511
idqn,2,550311,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,0.05,22.1787223815918,10.74,0.63,64.47,87.737625,0.1881150758906733,4.732061,0.4828043081829324,27.679759753292657,17.039248,0.0641529409331383,10278
idqn,2,600419,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,0.05,27.65629005432129,8.63,0.25,101.9,68.02929,0.2762638234056067,4.0611696,0.4330127018922193,44.1108830108852,19.714611,0.1029083329495512,10965
idqn,2,650464,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,0.05,30.79530334472656,10.86,0.32,113.4,68.55675,0.328734819163219,4.487806,0.4664761515876239,43.73213921133974,22.268942,0.1123648214659622,11659
idqn,2,700500,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,0.05,26.418794631958008,11.13,0.67,70.61,88.712265,0.2247545154427644,4.6811423,0.4702127178203498,27.93775044630473,17.305655,0.0803895315405848,12280
idqn,2,750525,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,0.05,22.6900691986084,11.94,0.55,81.88,83.54314,0.263759062460158,5.4695883,0.49749371855331,33.11110991797164,19.652952,0.0929769262212799,12975
idqn,2,800531,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,0.05,22.416587829589844,13.51,0.84,61.55,95.42612,0.2062393233337206,5.1136975,0.3666060555964672,11.133171156503431,10.824736,0.0302438605049638,13677
idqn,2,850556,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,0.05,21.13532447814941,15.62,0.87,58.82,94.95479,0.1958830792224034,5.4217706,0.3363034344160047,14.691752788554538,14.3303175,0.0345044774293144,14374
idqn,2,900559,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,0.05,19.65227508544922,14.43,0.87,69.62,96.64487,0.2207954291679198,5.1327477,0.3363034344160047,27.58759866316748,9.092148,0.0639698936108909,15113
idqn,2,950572,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,0.05,22.433082580566406,17.15,0.94,61.19,97.981,0.194201331580989,4.93837,0.2374868417407583,20.64349534357009,8.21224,0.0463443070949529,15922
idqn,2,1000607,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,0.05,17.05585479736328,18.61,0.96,58.49,98.36224,0.1885135958815226,5.3495703,0.1959591794226542,16.957886071087987,8.130307,0.0402470778893535,16692
idqn,2,1050668,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,0.05,14.565518379211426,15.4,0.86,65.38,95.34302,0.2155301216524094,5.1980762,0.3469870314579494,27.45096719607526,12.230877,0.0684303732157336,17427
idqn,2,1100708,19.107695,2.6169486,19.107695,2.6169486,19.107695,2.6169486,19.107695,2.6169486,19.107695,2.6169486,0.05,14.351773262023926,15.42,0.89,62.63,95.53848,0.2024640308617381,4.450124,0.3128897569432403,20.931629176917887,13.084743,0.0543490723088844,18211
idqn,2,1150708,16.50434,3.7848265,16.50434,3.7848265,16.50434,3.7848265,16.50434,3.7848265,16.50434,3.7848265,0.05,16.217702865600586,9.44,0.51,68.01,82.52169,0.2150973004271509,5.3203754,0.4998999899979995,23.306005663776883,18.924133,0.0584105989978865,18973
idqn,2,1200754,19.64194,2.1511617,19.64194,2.1511617,19.64194,2.1511617,19.64194,2.1511617,19.64194,2.1511617,0.05,12.995126724243164,18.14,0.93,56.24,98.20968,0.1831093654007418,4.791701,0.2551470164434615,17.13424640887366,10.755809,0.0490901897208418,19785
idqn,2,1250759,16.182917,4.256395,16.182917,4.256395,16.182917,4.256395,16.182917,4.256395,16.182917,4.256395,0.05,11.344407081604004,11.34,0.53,85.76,80.91459,0.2664959799981443,5.3688364,0.4990991885387111,41.53074042200548,21.281975,0.1104381107293975,20632
idqn,2,1300799,19.664557,1.823541,19.664557,1.823541,19.664557,1.823541,19.664557,1.823541,19.664557,1.823541,0.05,10.704668998718262,14.19,0.9,57.46,98.32279,0.1909438216919079,4.7448816,0.3,6.686434027192671,9.117705,0.0191344407498687,21506
idqn,2,1350835,19.45755,1.987699,19.45755,1.987699,19.45755,1.987699,19.45755,1.987699,19.45755,1.987699,0.05,11.650506019592283,15.87,0.92,56.71,97.28775,0.190838517039665,4.8013644,0.2712931993250107,14.530860263590728,9.938496,0.0397318634964255,22397
idqn,2,1400846,19.847082,1.1382536,19.847082,1.1382536,19.847082,1.1382536,19.847082,1.1382536,19.847082,1.1382536,0.05,10.521036148071287,17.82,0.98,55.39,99.23541,0.1812223308603279,3.9455798,0.1399999999999999,10.70877677421656,5.6912675,0.0330808825242618,23260
idqn,2,1450878,19.251299,2.670898,19.251299,2.670898,19.251299,2.670898,19.251299,2.670898,19.251299,2.670898,0.05,11.190347671508787,16.48,0.87,62.01,96.25649,0.2043839396175462,5.8266287,0.3363034344160047,26.97646937610628,13.35449,0.0722103969055243,24165
idqn,2,1500908,19.740047,2.0449734,19.740047,2.0449734,19.740047,2.0449734,19.740047,2.0449734,19.740047,2.0449734,0.05,9.677276611328123,17.7,0.93,53.3,98.70024,0.1875298158288933,5.412023,0.2551470164434615,5.953990258641678,10.224867,0.0222097267939304,25001
idqn,2,1550923,19.729387,1.9421577,19.729387,1.9421577,19.729387,1.9421577,19.729387,1.9421577,19.729387,1.9421577,0.05,9.85421657562256,17.6,0.93,56.34,98.646935,0.1831940499373013,4.6173587,0.2551470164434615,18.59635448145684,9.710788,0.0504713854240815,25857
idqn,2,1600971,19.549362,2.0288632,19.549362,2.0288632,19.549362,2.0288632,19.549362,2.0288632,19.549362,2.0288632,0.05,8.353754997253418,19.36,0.95,59.07,97.74682,0.1994605858094292,4.2415094,0.2179449471770337,19.402193174999574,10.144317,0.0536629136967159,26747
idqn,2,1651012,19.591593,2.4642262,19.591593,2.4642262,19.591593,2.4642262,19.591593,2.4642262,19.591593,2.4642262,0.05,8.132086753845215,17.15,0.92,57.79,97.95796,0.2042969983501825,4.864926,0.2712931993250107,15.829905242925491,12.321131,0.0492867520540778,27582
idqn,2,1701056,18.71598,2.9994812,18.71598,2.9994812,18.71598,2.9994812,18.71598,2.9994812,18.71598,2.9994812,0.05,8.527070999145508,15.81,0.83,62.65,93.57991,0.2109668774896999,5.245369,0.375632799419859,28.080019586887754,14.997406,0.0781307538956515,28443
idqn,2,1751082,19.57088,1.7428311,19.57088,1.7428311,19.57088,1.7428311,19.57088,1.7428311,19.57088,1.7428311,0.05,7.670202732086182,16.61,0.93,52.78,97.854416,0.1814097783406032,4.4156427,0.2551470164434615,19.277230091483577,8.714155,0.0574931978862637,29319
idqn,2,1801092,18.023039,3.2357986,18.023039,3.2357986,18.023039,3.2357986,18.023039,3.2357986,18.023039,3.2357986,0.05,9.827560424804688,12.73,0.7,65.55,90.1152,0.2079818903899286,5.631794,0.4582575694955839,30.212042301042807,16.178991,0.0759534468796682,30169
idqn,2,1851115,20.072329,1.0225832,20.072329,1.0225832,20.072329,1.0225832,20.072329,1.0225832,20.072329,1.0225832,0.05,9.605456352233888,18.2,0.98,54.94,100.36163,0.1847877008485375,4.1761227,0.1399999999999999,10.964323964567992,5.112916,0.0290152413656282,31026
idqn,2,1901121,19.987768,1.3163837,19.987768,1.3163837,19.987768,1.3163837,19.987768,1.3163837,19.987768,1.3163837,0.05,8.719383239746094,17.27,0.96,53.82,99.93885,0.1821545092127053,4.406484,0.1959591794226542,9.722530534793917,6.58192,0.0263830692370626,31896
idqn,2,1951139,19.719091,2.152908,19.719091,2.152908,19.719091,2.152908,19.719091,2.152908,19.719091,2.152908,0.05,8.308584213256836,20.12,0.94,56.17,98.59546,0.1904388241400011,4.8503194,0.2374868417407583,14.159841100803355,10.76454,0.0438647684357292,32776
vdn,0,50005,10.325099,0.9821991,10.325099,0.9821991,10.325099,0.9821991,10.325099,0.9821991,10.325099,0.9821991,0.7624762500000001,4.197986602783203,5.0,0.0,36.18,51.6255,0.1078987720404984,0.0,0.0,11.661372131957714,4.9109955,0.0252736318746995,1214
vdn,0,100019,11.578408,1.5328245,11.578408,1.5328245,11.578408,1.5328245,11.578408,1.5328245,11.578408,1.5328245,0.5249097500000001,3.597527265548706,5.27,0.01,51.92,57.892036,0.1590498612390365,0.9884836,0.0994987437106619,37.92879644808151,7.6641226,0.0985938288926796,2589
vdn,0,150106,11.148235,2.75674,11.148235,2.75674,11.148235,2.75674,11.148235,2.75674,11.148235,2.75674,0.2869965,3.828226566314697,8.8,0.06,107.99,55.741177,0.331048213202157,3.3704598,0.2374868417407583,53.203288432201255,13.783701,0.1534159143996651,3669
vdn,0,200130,13.342377,2.604334,13.342377,2.604334,13.342377,2.604334,13.342377,2.604334,13.342377,2.604334,0.05,3.953059196472168,6.66,0.03,100.54,66.71189,0.2906343903491506,2.8043537,0.1705872210923198,45.717922087514,13.021672,0.1144256438389386,4423
vdn,0,250188,13.802795,1.9096634,13.802795,1.9096634,13.802795,1.9096634,13.802795,1.9096634,13.802795,1.9096634,0.05,3.4800384044647217,5.24,0.04,57.65,69.01397,0.1700819391012192,0.8845338,0.1959591794226542,34.5544136109991,9.548317,0.0829810408192818,5114
vdn,0,300205,11.578238,1.8365973,11.578238,1.8365973,11.578238,1.8365973,11.578238,1.8365973,11.578238,1.8365973,0.05,2.6666054725646973,5.9,0.02,72.04,57.89118,0.2084602441993774,2.2427661,0.1399999999999999,43.03183007960504,9.182987,0.1035747862744602,5785
vdn,0,350269,13.455539,2.6061604,13.455539,2.6061604,13.455539,2.6061604,13.455539,2.6061604,13.455539,2.6061604,0.05,2.6567561626434326,6.19,0.09,78.25,67.277695,0.2299743766518077,2.6821444,0.2861817604250837,39.62104869889236,13.030804,0.0967631539918718,6471
vdn,0,400273,14.613331,2.5850332,14.613331,2.5850332,14.613331,2.5850332,14.613331,2.5850332,14.613331,2.5850332,0.05,3.2183008193969727,6.04,0.15,59.42,73.06666,0.1822843149903928,2.6904275,0.3570714214271425,12.447634313394657,12.925168,0.0322913274237593,7179
vdn,0,450291,14.42228,2.8171723,14.42228,2.8171723,14.42228,2.8171723,14.42228,2.8171723,14.42228,2.8171723,0.05,2.7989776134490967,5.72,0.15,62.78,72.111404,0.1859657562366919,1.8225256,0.3570714214271425,17.825588349336467,14.085863,0.0419797229044264,7922
vdn,0,500296,14.3113,2.8053026,14.3113,2.8053026,14.3113,2.8053026,14.3113,2.8053026,14.3113,2.8053026,0.05,3.2625062465667725,5.64,0.13,58.54,71.556496,0.1730393133114557,1.7636328,0.3363034344160047,12.31131187160816,14.026513,0.0313295867820532,8751
vdn,0,550331,15.8673525,3.066346,15.8673525,3.066346,15.8673525,3.066346,15.8673525,3.066346,15.8673525,3.066346,0.05,3.8554999828338623,7.32,0.31,62.69,79.33676,0.2079300937842345,3.8855636,0.462493243193887,14.696050489842502,15.33173,0.0424653388915122,9621
vdn,0,600416,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,0.05,2.8417065143585205,6.54,0.18,72.42,73.205635,0.220618284206721,3.2416658,0.384187454245971,27.92388941390508,15.282756,0.0719476320273744,10517
vdn,0,650431,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,0.05,2.690955638885498,11.95,0.7,55.24,91.27892,0.1768705612584017,5.771265,0.4582575694955839,12.934542898765304,15.435894,0.0304936105878828,11384
vdn,0,700469,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,0.05,2.432334899902344,10.62,0.6,57.55,87.44559,0.1716558758571045,5.14933,0.4898979485566356,23.906223039200484,16.53976,0.0563198394756668,12257
vdn,0,750476,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,0.05,2.257458448410034,11.23,0.82,56.17,94.978424,0.1770876078790752,3.5322943,0.3841874542459709,11.275686231888503,13.039289,0.0329808354925871,13132
vdn,0,800488,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,0.05,2.489704370498657,10.66,0.77,64.57,95.02746,0.2155214924382744,3.824186,0.4208325082500163,15.450084142165698,11.769613,0.0492702257298106,14003
vdn,0,850630,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,0.05,2.6684889793396,9.96,0.64,62.53,88.89817,0.189374077519169,4.044552,0.48,17.878173844103877,16.32797,0.0434046634703554,14893
vdn,0,900674,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,0.05,2.666919469833374,10.56,0.58,60.46,87.20932,0.1966281337628606,5.3335166,0.4935585071701227,14.796905081806802,16.594572,0.0429073768241201,15748
vdn,0,950705,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,0.05,2.457990884780884,11.99,0.67,63.83,89.30343,0.1944201700336998,5.424933,0.4702127178203498,21.13956243634196,17.121338,0.0513685329639682,16627
vdn,0,1000733,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,0.05,2.279977560043335,12.83,0.74,67.93,92.44008,0.2092950671340804,5.7062335,0.4386342439892262,20.070004982560416,15.640364,0.0544076750274627,17484
vdn,0,1050755,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,0.05,2.3682143688201904,17.35,0.98,64.43,100.20331,0.2050411732780048,3.2722318,0.1399999999999999,17.940599209613932,5.4262,0.0498448302198645,18300
vdn,0,1100813,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,0.05,1.883192539215088,17.08,0.94,61.11,99.213486,0.1962799783598166,4.2630506,0.2374868417407583,17.30485192077644,6.9086804,0.0439827239747773,19110
vdn,0,1150840,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,0.05,2.392977714538574,14.79,0.91,61.69,96.99511,0.191385892945691,4.468322,0.2861817604250837,14.463536911834534,10.582162,0.035954841220877,19906
vdn,0,1200873,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,0.05,1.8385778665542605,15.95,0.91,60.32,97.82314,0.2074162025336409,4.3849173,0.2861817604250837,16.346791734159947,10.783297,0.051490686451582,20741
vdn,0,1250906,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,0.05,1.9334266185760496,15.85,0.92,56.61,98.218025,0.1773665041779168,4.24588,0.2712931993250107,12.802261518966093,9.73822,0.0305318707711913,21579
vdn,0,1300971,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,0.05,1.5688042640686035,14.94,0.95,58.44,98.02389,0.1913283734180731,4.3262453,0.2179449471770337,11.440559426881189,9.589687,0.0317201105648925,22399
vdn,0,1350982,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,0.05,1.436566948890686,17.15,0.83,92.08,97.00489,0.2935715191811323,4.0382547,0.375632799419859,34.3661694112102,15.762827,0.1040381900939689,23203
vdn,0,1400989,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,0.05,1.3282629251480105,17.07,0.95,69.89,99.379906,0.2368081445351708,3.4036891,0.2179449471770337,21.02279477139041,10.003958,0.0612904201624359,23906
