algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
qmix,1,850827,19.915909,1.2270573,19.915909,1.2270573,19.915909,1.2270573,19.915909,1.2270573,19.915909,1.2270573,0.05,2.475320339202881,14.41,0.93,65.03,99.57955,0.2018653741612797,3.9499242,0.2551470164434615,19.34293411041872,6.1352873,0.0534955537379297,11744
qmix,1,900959,19.639315,2.0645475,19.639315,2.0645475,19.639315,2.0645475,19.639315,2.0645475,19.639315,2.0645475,0.05,2.4806549549102783,14.74,0.88,67.49,98.19658,0.2033821879094466,4.4240704,0.3249615361854384,18.57121159213905,10.322738,0.0479851707412809,12430
qmix,1,951062,19.972404,2.1760464,19.972404,2.1760464,19.972404,2.1760464,19.972404,2.1760464,19.972404,2.1760464,0.05,2.502803325653076,12.69,0.86,92.68,99.862015,0.2736096873803763,3.8773575,0.3469870314579494,27.285483319890083,10.880231,0.0745178240931745,13083
qmix,1,1001127,19.172085,2.7317834,19.172085,2.7317834,19.172085,2.7317834,19.172085,2.7317834,19.172085,2.7317834,0.05,2.2037353515625,10.83,0.78,87.41,95.86042,0.2553108679235447,3.6798232,0.4142463035441596,23.09203109299829,13.658918,0.0600763526679914,13706
qmix,1,1051161,16.591597,3.313246,16.591597,3.313246,16.591597,3.313246,16.591597,3.313246,16.591597,3.313246,0.05,2.9158167839050293,8.04,0.41,78.71,82.95797,0.2252759745606454,3.9291728,0.4918333050943175,28.273059615117702,16.56623,0.0598713975747904,14356
qmix,1,1101186,19.784266,1.3013692,19.784266,1.3013692,19.784266,1.3013692,19.784266,1.3013692,19.784266,1.3013692,0.05,1.870650053024292,12.6,0.93,70.53,98.92134,0.2120096062275115,2.9291637,0.2551470164434614,9.864537495493645,6.506846,0.0310999026529727,15031
qmix,1,1151237,19.856815,1.4390501,19.856815,1.4390501,19.856815,1.4390501,19.856815,1.4390501,19.856815,1.4390501,0.05,2.5415284633636475,12.65,0.93,67.61,99.28407,0.2072331454383675,2.8368115,0.2551470164434615,16.20363848029201,7.1952505,0.0430871795180806,15714
qmix,1,1201292,19.605196,2.072585,19.605196,2.072585,19.605196,2.072585,19.605196,2.072585,19.605196,2.072585,0.05,1.647149920463562,12.6,0.91,71.73,98.025986,0.2180772329523461,2.6115127,0.2861817604250837,19.51299823194785,10.362925,0.0514845663500534,16420
qmix,1,1251317,19.391987,2.2255793,19.391987,2.2255793,19.391987,2.2255793,19.391987,2.2255793,19.391987,2.2255793,0.05,1.9796334505081177,11.66,0.86,69.44,96.95994,0.2062495500227669,3.259509,0.3469870314579494,19.094669413215826,11.127896,0.0491760162253957,17105
qmix,1,1301340,20.194313,1.1519728,20.194313,1.1519728,20.194313,1.1519728,20.194313,1.1519728,20.194313,1.1519728,0.05,1.8709362745285036,13.33,0.96,75.07,100.97157,0.2228449341817759,2.9019132,0.1959591794226542,14.601544438859884,5.7598643,0.0349805811378092,17799
qmix,1,1351362,18.484095,2.833799,18.484095,2.833799,18.484095,2.833799,18.484095,2.833799,18.484095,2.833799,0.05,1.824989676475525,10.33,0.66,73.33,92.42048,0.2154898529720958,4.3198495,0.4737087712930805,13.652146351398375,14.168994,0.0348472108257043,18499
qmix,1,1401366,20.009657,1.025561,20.009657,1.025561,20.009657,1.025561,20.009657,1.025561,20.009657,1.025561,0.05,2.1345317363739014,16.32,0.97,61.63,100.04828,0.2028577945177676,3.2981207,0.1705872210923198,8.032004731074304,5.1278043,0.0292666805124024,19228
qmix,1,1451389,19.558578,2.5292222,19.558578,2.5292222,19.558578,2.5292222,19.558578,2.5292222,19.558578,2.5292222,0.05,1.5121787786483765,14.08,0.86,74.11,97.79291,0.2306960583775071,4.1968555,0.3469870314579494,20.20935179564154,12.6461115,0.0524234280151872,19901
qmix,1,1501390,20.255613,1.6960515,20.255613,1.6960515,20.255613,1.6960515,20.255613,1.6960515,20.255613,1.6960515,0.05,1.6117057800292969,16.86,0.94,79.55,101.278076,0.2416685282910475,3.8704522,0.2374868417407583,20.10093281417556,8.480257,0.0539522300532232,20545
qmix,1,1551417,19.504215,2.3398666,19.504215,2.3398666,19.504215,2.3398666,19.504215,2.3398666,19.504215,2.3398666,0.05,1.5493532419204712,15.89,0.88,75.49,97.52109,0.2318370238150237,4.242393,0.3249615361854384,23.79852726535825,11.699333,0.0644254267220594,21223
qmix,1,1601435,20.280197,0.5581329,20.280197,0.5581329,20.280197,0.5581329,20.280197,0.5581329,20.280197,0.5581329,0.05,1.9129282236099243,16.31,0.99,63.3,101.40098,0.1971986912278225,3.5091166,0.0994987437106619,11.339753083731589,2.7906647,0.0302126241007645,21897
qmix,1,1651489,20.007109,1.8333669,20.007109,1.8333669,20.007109,1.8333669,20.007109,1.8333669,20.007109,1.8333669,0.05,1.4790780544281006,16.14,0.92,77.4,100.03554,0.2409746253793127,3.9472015,0.2712931993250107,20.30960363965777,9.166835,0.054308400703131,22637
qmix,1,1701525,20.215025,2.0163195,20.215025,2.0163195,20.215025,2.0163195,20.215025,2.0163195,20.215025,2.0163195,0.05,1.5670571327209473,16.47,0.92,80.06,101.07513,0.2640790912805824,3.922894,0.2712931993250107,19.831197644116205,10.081597,0.0717294720811771,23261
qmix,1,1751529,19.00701,3.070036,19.00701,3.070036,19.00701,3.070036,19.00701,3.070036,19.00701,3.070036,0.05,1.1415836811065674,17.64,0.7,107.87,95.03505,0.3249804871133528,4.0951676,0.4582575694955839,33.81320895744739,15.35018,0.0944351582579792,23841
qmix,1,1801597,20.735563,1.7764348,20.735563,1.7764348,20.735563,1.7764348,20.735563,1.7764348,20.735563,1.7764348,0.05,1.0651447772979736,17.99,0.95,86.88,103.67781,0.2837634124822216,2.7257843,0.2179449471770337,25.442594207352364,8.882174,0.0793650730147992,24455
qmix,1,1851683,20.039757,2.2930975,20.039757,2.2930975,20.039757,2.2930975,20.039757,2.2930975,20.039757,2.2930975,0.05,0.776221752166748,17.2,0.92,83.8,100.19878,0.2636509208014467,3.9874802,0.2712931993250107,28.33831328784407,11.4654875,0.0798761589814671,25115
qmix,1,1901722,20.501423,0.26698342,20.501423,0.26698342,20.501423,0.26698342,20.501423,0.26698342,20.501423,0.26698342,0.05,0.8341982960700989,18.6,1.0,61.93,102.50712,0.202996068734792,2.672078,0.0,8.525555700363467,1.3349171,0.0300086738509638,25844
qmix,1,1951731,19.885466,1.049708,19.885466,1.049708,19.885466,1.049708,19.885466,1.049708,19.885466,1.049708,0.05,0.8462239503860474,18.63,0.96,54.74,99.42732,0.1772046250291168,3.5711484,0.1959591794226542,18.39000815660504,5.24854,0.0541779507975292,26623
qmix,2,50008,10.536276,0.7168666,10.536276,0.7168666,10.536276,0.7168666,10.536276,0.7168666,10.536276,0.7168666,0.762462,4.659983158111572,5.0,0.0,32.99,52.681377,0.1010241645912174,0.0,0.0,2.1330494602798127,3.5843334,0.0074185606264083,1221
qmix,2,100013,9.072231,1.7852165,9.072231,1.7852165,9.072231,1.7852165,9.072231,1.7852165,9.072231,1.7852165,0.52493825,5.030791282653809,5.13,0.01,34.27,45.361156,0.1048684196412796,0.9343981,0.0994987437106619,15.442056210233144,8.926082,0.0364982578559038,2506
qmix,2,150015,11.659852,1.3304168,11.659852,1.3304168,11.659852,1.3304168,11.659852,1.3304168,11.659852,1.3304168,0.2874287499999999,7.438234806060791,5.28,0.0,54.69,58.29926,0.1670874583389377,1.3347658,0.0,27.81139874224236,6.6520844,0.0651402113873878,3603
qmix,2,200116,11.480417,1.9728038,11.480417,1.9728038,11.480417,1.9728038,11.480417,1.9728038,11.480417,1.9728038,0.05,4.308962821960449,5.39,0.01,72.35,57.402084,0.2301942292100284,1.7600852,0.0994987437106619,27.841830040426583,9.86402,0.071376643829972,4411
qmix,2,250173,10.134461,2.0060244,10.134461,2.0060244,10.134461,2.0060244,10.134461,2.0060244,10.134461,2.0060244,0.05,3.11172866821289,5.08,0.01,45.83,50.672306,0.1673920612840447,0.79599005,0.0994987437106619,13.920528007227311,10.030123,0.0410418378833699,5118
qmix,2,300174,11.170442,2.1752186,11.170442,2.1752186,11.170442,2.1752186,11.170442,2.1752186,11.170442,2.1752186,0.05,3.725255727767944,5.18,0.02,55.01,55.852203,0.1778198141988832,1.1347245,0.1399999999999999,22.89519381879088,10.876092,0.0586384617135012,5927
qmix,2,350189,11.7924,2.5883114,11.7924,2.5883114,11.7924,2.5883114,11.7924,2.5883114,11.7924,2.5883114,0.05,3.0010111331939697,5.67,0.06,61.89,58.962006,0.1973590816842625,2.3960593,0.2374868417407583,27.26532413157782,12.941557,0.0719099514256802,6666
qmix,2,400277,15.015343,3.2086117,15.015343,3.2086117,15.015343,3.2086117,15.015343,3.2086117,15.015343,3.2086117,0.05,3.283407926559448,7.12,0.22,85.67,75.07671,0.2402380999864544,3.4066994,0.4142463035441596,35.09075519278546,16.043058,0.086371501079543,7300
qmix,2,450364,13.430123,2.6598039,13.430123,2.6598039,13.430123,2.6598039,13.430123,2.6598039,13.430123,2.6598039,0.05,2.752572774887085,8.78,0.06,122.91,67.15061,0.3263134249323047,3.582122,0.2374868417407583,38.42397558816631,13.299021,0.0938198578859303,7883
qmix,2,500397,13.941568,2.0998566,13.941568,2.0998566,13.941568,2.0998566,13.941568,2.0998566,13.941568,2.0998566,0.05,2.447035789489746,8.66,0.04,125.15,69.70785,0.3169726891914615,3.4444737,0.1959591794226542,34.047136443466144,10.499283,0.077663600269958,8389
qmix,2,550428,15.78125,3.1331687,15.78125,3.1331687,15.78125,3.1331687,15.78125,3.1331687,15.78125,3.1331687,0.05,2.8793249130249023,8.75,0.33,68.22,78.90625,0.1939800995477708,5.4504585,0.4702127178203498,35.67760642195605,15.665842,0.0849948251578132,8871
qmix,2,600467,17.256104,3.4246752,17.256104,3.4246752,17.256104,3.4246752,17.256104,3.4246752,17.256104,3.4246752,0.05,2.351240396499634,9.33,0.55,69.74,86.28051,0.1928329920454416,3.888586,0.49749371855331,20.10951018796828,17.123377,0.0516765794323701,9398
qmix,2,650576,18.173357,2.8456416,18.173357,2.8456416,18.173357,2.8456416,18.173357,2.8456416,18.173357,2.8456416,0.05,2.45039439201355,8.53,0.67,59.65,90.8668,0.1687370328995166,2.937533,0.4702127178203499,25.586080199983737,14.22821,0.0661388918476327,10069
qmix,2,700581,14.576816,2.518373,14.576816,2.518373,14.576816,2.518373,14.576816,2.518373,14.576816,2.518373,0.05,3.36187744140625,6.02,0.11,76.98,72.88408,0.2198520816880045,2.4778216,0.3128897569432404,24.994391370865586,12.591865,0.0585888514654582,10876
qmix,2,750586,18.558186,2.5922036,18.558186,2.5922036,18.558186,2.5922036,18.558186,2.5922036,18.558186,2.5922036,0.05,4.007937431335449,11.2,0.73,53.35,92.790924,0.1554364617023384,4.0963397,0.4439594576084623,20.40802538218728,12.961018,0.0546007978573397,11715
qmix,2,800623,18.162844,2.4907944,18.162844,2.4907944,18.162844,2.4907944,18.162844,2.4907944,18.162844,2.4907944,0.05,3.0266366004943848,9.57,0.62,60.45,90.81422,0.1735536907857749,4.4905567,0.4853864439804639,13.962360115682449,12.453972,0.0342634311636198,12644
qmix,2,850623,18.855318,2.4783566,18.855318,2.4783566,18.855318,2.4783566,18.855318,2.4783566,18.855318,2.4783566,0.05,3.1667919158935547,12.27,0.81,50.72,94.27659,0.1533314404817065,4.5030103,0.3923009049186606,13.059157706376013,12.391783,0.0323752815546651,13560
qmix,2,900660,18.951788,2.4900477,18.951788,2.4900477,18.951788,2.4900477,18.951788,2.4900477,18.951788,2.4900477,0.05,2.879636526107788,14.2,0.84,44.68,94.75894,0.1337299050495494,4.68188,0.3666060555964672,6.13005709598206,12.450239,0.0145710715539968,14566
qmix,2,950661,18.454388,3.1310153,18.454388,3.1310153,18.454388,3.1310153,18.454388,3.1310153,18.454388,3.1310153,0.05,3.104963541030884,13.88,0.79,51.49,92.271935,0.1590006283402908,5.263611,0.4073082370883261,6.765345519631648,15.655077,0.0173733872551038,15469
qmix,2,1000735,17.400246,5.2739944,17.400246,5.2739944,17.400246,5.2739944,17.400246,5.2739944,17.400246,5.2739944,0.05,2.8904871940612797,14.17,0.75,86.8,87.00123,0.2739627345919143,4.6905327,0.4330127018922193,29.549619286887605,26.369974,0.0985295768668971,16141
qmix,2,1050761,12.706324,7.2630024,12.706324,7.2630024,12.706324,7.2630024,12.706324,7.2630024,12.706324,7.2630024,0.05,4.158446788787842,13.68,0.44,115.57,63.531616,0.3718184150289744,5.497054,0.4963869458396343,36.97600708567652,36.315014,0.1199902785779221,16682
qmix,2,1100782,16.4887,4.524471,16.4887,4.524471,16.4887,4.524471,16.4887,4.524471,16.4887,4.524471,0.05,5.121474742889404,10.93,0.59,85.47,82.443504,0.2626308942190371,4.724944,0.4918333050943175,28.173198256499028,22.622353,0.0752730692315647,17219
qmix,2,1150859,15.876789,5.274473,15.876789,5.274473,15.876789,5.274473,15.876789,5.274473,15.876789,5.274473,0.05,4.274404048919678,13.56,0.57,101.38,79.38394,0.3292822812794475,5.52507,0.4950757517794625,35.65158621997064,26.372366,0.1127026142819061,17774
qmix,2,1200912,14.934607,5.700854,14.934607,5.700854,14.934607,5.700854,14.934607,5.700854,14.934607,5.700854,0.05,4.01014518737793,12.94,0.5,101.39,74.67304,0.3251136983308242,4.9352207,0.5,38.58675809134528,28.504269,0.1144791955526,18360
qmix,2,1250920,19.434166,2.195589,19.434166,2.195589,19.434166,2.195589,19.434166,2.195589,19.434166,2.195589,0.05,7.362318515777588,14.98,0.93,74.81,97.17083,0.2452839345915708,3.952164,0.2551470164434615,16.62569998526378,10.977945,0.0497193512529695,19004
qmix,2,1300949,19.792597,1.4706974,19.792597,1.4706974,19.792597,1.4706974,19.792597,1.4706974,19.792597,1.4706974,0.05,5.274190902709961,16.4,0.98,64.8,98.96299,0.2022649040981196,2.792848,0.1399999999999999,13.6711374801075,7.3534875,0.0417526877636448,19718
qmix,2,1350970,19.767694,1.1718485,19.767694,1.1718485,19.767694,1.1718485,19.767694,1.1718485,19.767694,1.1718485,0.05,3.086299419403076,17.72,0.96,68.48,98.83848,0.2236392629431793,4.135408,0.1959591794226542,13.843756715573992,5.859242,0.0397987862663652,20413
qmix,2,1400979,19.825539,1.3479143,19.825539,1.3479143,19.825539,1.3479143,19.825539,1.3479143,19.825539,1.3479143,0.05,2.210204124450684,17.9,0.98,68.4,99.12769,0.2256103632960003,2.8999999,0.1399999999999999,14.579437574886075,6.739571,0.0435367668266601,21172
qmix,2,1451014,18.78098,3.7106266,18.78098,3.7106266,18.78098,3.7106266,18.78098,3.7106266,18.78098,3.7106266,0.05,2.2064967155456543,16.47,0.85,92.26,93.9049,0.2952133712981595,3.9381592,0.3570714214271425,28.611053807925355,18.553133,0.0919192121521331,21928
qmix,2,1501110,15.495491,6.700076,15.495491,6.700076,15.495491,6.700076,15.495491,6.700076,15.495491,6.700076,0.05,2.3506877422332764,18.36,0.62,117.85,77.47745,0.3741724779602373,4.983011,0.4853864439804639,31.77558024647229,33.50038,0.1079479589303465,22480
qmix,2,1551171,19.760513,2.2200634,19.760513,2.2200634,19.760513,2.2200634,19.760513,2.2200634,19.760513,2.2200634,0.05,1.6370298862457275,18.54,0.97,73.04,98.80258,0.2415879400173435,3.7427797,0.1705872210923198,18.51589587354606,11.100317,0.0618217589544643,23003
qmix,2,1601228,19.244509,3.558507,19.244509,3.558507,19.244509,3.558507,19.244509,3.558507,19.244509,3.558507,0.05,1.7555750608444214,17.28,0.89,94.24,96.22255,0.31937884623243,4.0622163,0.3128897569432403,30.408919744048784,17.792536,0.1055716019104325,23538
qmix,2,1651345,14.293774,7.1733627,14.293774,7.1733627,14.293774,7.1733627,14.293774,7.1733627,14.293774,7.1733627,0.05,2.577904224395752,16.54,0.54,116.09,71.46887,0.393987920434447,4.644179,0.4983974317750844,37.103125205297744,35.866814,0.1329092072433993,24059
qmix,2,1701378,14.50821,6.583902,14.50821,6.583902,14.50821,6.583902,14.50821,6.583902,14.50821,6.583902,0.05,1.6765421628952026,20.63,0.51,125.86,72.541046,0.4407765200105495,5.045107,0.4998999899979995,28.59790901447167,32.91951,0.1060142364080657,24560
qmix,2,1751491,17.359777,5.1773405,17.359777,5.1773405,17.359777,5.1773405,17.359777,5.1773405,17.359777,5.1773405,0.05,1.5523566007614136,18.49,0.74,116.24,86.79889,0.3985590641293675,4.786429,0.4386342439892262,31.102450064263422,25.886703,0.1095131338180012,25024
qmix,2,1801523,19.08272,3.5307496,19.08272,3.5307496,19.08272,3.5307496,19.08272,3.5307496,19.08272,3.5307496,0.05,1.745430588722229,18.15,0.87,92.7,95.413605,0.3003028000588529,5.0603857,0.3363034344160047,30.69413624782427,17.653748,0.0989419885383467,25497
qmix,2,1851601,15.846593,6.5528865,15.846593,6.5528865,15.846593,6.5528865,15.846593,6.5528865,15.846593,6.5528865,0.05,2.445648431777954,18.77,0.66,113.2,79.23296,0.3828558046091348,5.3588343,0.4737087712930805,33.98087697514589,32.76443,0.1200662789392171,26015
qmix,2,1901659,19.7512,1.3470833,19.7512,1.3470833,19.7512,1.3470833,19.7512,1.3470833,19.7512,1.3470833,0.05,2.0799341201782227,17.23,0.95,65.78,98.756004,0.2140061321709072,4.2328596,0.2179449471770337,23.56250411140548,6.735416,0.0703008424396101,26523
qmix,2,1951712,19.222868,2.1183805,19.222868,2.1183805,19.222868,2.1183805,19.222868,2.1183805,19.222868,2.1183805,0.05,1.2674016952514648,13.94,0.86,64.15,96.114334,0.1773365600412944,5.007634,0.3469870314579494,18.91685756144503,10.591903,0.0453955084783639,27168
