algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
qmix,2,300039,0.030555556,0.11037955,0.0629762,0.11528451,0.287407375,260.4955749511719,50.0,0.09353174,0.0110773103544488,0.0,0.1470565,0.0013676502734384,5970
qmix,2,400083,0.06357143,0.11430828,0.0125,0.054486234,0.05,161.7898406982422,50.0,0.076071426,0.0117184604489011,0.0,0.120190896,0.0018875036044569,7971
qmix,2,500083,0.016666668,0.07264832,0.022499999,0.06796139,0.05,77.49220275878906,50.0,0.039166667,0.0111477978556649,0.0,0.095637485,0.0021610571701787,9971
qmix,2,600083,0.008333334,0.03632416,0.016666668,0.07264832,0.05,66.20359802246094,50.0,0.025,0.0119966730038868,0.0,0.07949494,0.00165123437503,11971
qmix,2,700083,0.016666668,0.07264832,0.0,0.0,0.05,46.34976577758789,50.0,0.016666668,0.011939766749856,0.0,0.07264832,0.0022744391232428,13971
qmix,2,800083,0.02625,0.08995658,0.0,0.0,0.05,34.03367233276367,50.0,0.02625,0.0103546041995286,0.0,0.08995658,0.0001891915483169,15971
qmix,2,900083,0.0,0.0,0.0071428576,0.031134993,0.05,25.662338256835938,50.0,0.0071428576,0.0120435334567446,0.0,0.031134993,0.0018950322915493,17971
qmix,2,1000122,0.0071428576,0.031134995,0.0071428576,0.031134995,0.05,13.97537326812744,50.0,0.014285715,0.0109490333474241,0.0,0.042857148,0.0018107016343569,19972
qmix,2,1100122,0.016666668,0.07264832,0.024285715,0.07410693,0.05,5.131556987762451,50.0,0.04095238,0.0123744688928127,0.0,0.09980025,0.0022376321296521,21972
qmix,2,1200142,0.016666668,0.07264832,0.008333334,0.03632416,0.05,5.441082000732422,50.0,0.025,0.0121791667013894,0.0,0.07949494,0.0020489462562043,23973
qmix,2,1300142,0.045833338,0.110160865,0.06607143,0.17866962,0.05,4.524573802947998,50.0,0.11190476,0.0122791542496997,0.0,0.19494025,0.0042797811171725,25973
qmix,2,1400170,0.105,0.19678669,0.06333333,0.14098857,0.05,2.556706190109253,50.0,0.16833334,0.0135623687470797,0.0,0.24042207,0.003795427067817,27976
qmix,2,1500207,0.041666668,0.10034662,0.055535715,0.10014323,0.05,1.9720309972763064,50.0,0.097202376,0.0130440770910354,0.0,0.124378994,0.0030880525522781,29978
qmix,2,1600238,0.054166667,0.10952865,0.04047619,0.08379126,0.05,1.1185364723205566,50.0,0.09464286,0.0119970084488159,0.0,0.16259809,0.0025953662849111,31981
qmix,2,1700240,0.032142855,0.07897623,0.029166669,0.08848651,0.05,1.5366743803024292,50.0,0.061309528,0.0114570583507884,0.0,0.11041787,0.0015448186202869,33986
qmix,2,1800264,0.09166667,0.22032174,0.035,0.08381527,0.05,1.0717560052871704,50.0,0.12666668,0.0121603644947754,0.0,0.2482942,0.0020622500293615,35994
qmix,2,1900305,0.057619054,0.10877487,0.09250001,0.15496191,0.05,1.0461184978485107,50.0,0.15011905,0.010113337385701,0.0,0.18216929,0.001749473933546,38002
qmix,2,2000326,0.071666665,0.14795834,0.06075397,0.09446427,0.05,0.91389137506485,50.0,0.13242063,0.0119945021957391,0.0,0.18468107,0.0037039173730337,40017
qmix,2,2100353,0.057222225,0.091491416,0.12152779,0.16631879,0.05,1.5517890453338623,50.0,0.17875001,0.0115489584510214,0.0,0.21235247,0.0016147448179223,42035
qmix,2,2200394,0.0325,0.10034317,0.08130952,0.15358946,0.05,1.1883835792541504,50.0,0.11380951,0.0122084125003311,0.0,0.16844393,0.0026984677022285,44071
qmix,2,2300430,0.14214286,0.25854126,0.21658728,0.2499923,0.05,1.609385967254639,46.15,0.35873017,0.0106967146944953,10.326059267697431,0.349945,0.0029834054393089,46110
qmix,2,2400462,0.054166667,0.15427925,0.06964286,0.13689311,0.05,1.6965025663375854,50.0,0.12380954,0.0100163792085368,0.0,0.203094,0.0001278567531305,48138
qmix,2,2500469,0.18440478,0.24279584,0.07880952,0.11536666,0.05,0.7663206458091736,45.8,0.2632143,0.0088647209515329,12.615863030328129,0.31081915,0.0024178261840171,50194
qmix,2,2600496,0.071428575,0.1183216,0.050952386,0.10507637,0.05,1.3036105632781982,50.0,0.12238096,0.0107147957518463,0.0,0.14779636,0.0012477040084061,52253
qmix,2,2700496,0.0425,0.11966098,0.079166666,0.15801504,0.05,0.9242905974388124,50.0,0.12166667,0.0110336062993155,0.0,0.21461205,0.0014810924030751,54326
qmix,2,2800498,0.079166666,0.11771847,0.1,0.16890168,0.05,0.8769941926002502,48.4,0.17916667,0.0113892312569078,6.974238309665077,0.24499857,0.0025221563297525,56399
qmix,2,2900534,0.17166667,0.20521669,0.19111112,0.17135444,0.05,1.301660418510437,46.55,0.36277777,0.0112021248583914,10.38014932455213,0.29528758,0.0028186970697289,58510
qmix,2,3000560,0.20785716,0.25111666,0.19714287,0.24804863,0.05,1.7357197999954224,41.15,0.40500003,0.0097060644970042,15.479906330465958,0.4034551,0.0034643035324476,60665
qmix,2,3100605,0.08900794,0.15662418,0.092777774,0.14719707,0.05,1.9857107400894165,49.8,0.1817857,0.0124425626418087,0.8717797887081347,0.27094388,0.0017096472282926,62894
qmix,2,3200639,0.15256314,0.21595608,0.20839648,0.25652376,0.05,1.9312783479690552,45.8,0.3609596,0.0113053311390103,9.862048468751308,0.39152122,0.0029956988717966,65094
qmix,2,3300652,0.26166666,0.2653012,0.2725,0.26551968,0.05,3.2167868614196777,38.85,0.5341667,0.00903240639891,15.492820918089771,0.4445183,0.0041753631351068,67431
qmix,2,3400685,0.32625002,0.297647,0.23089287,0.1988649,0.05,2.5940277576446533,37.0,0.55714285,0.0080938771017827,14.470659971127786,0.45831943,0.0033473658384166,69827
qmix,2,3500730,0.15373015,0.22497167,0.2443651,0.3239617,0.05,2.9958913326263428,39.45,0.39809522,0.0099870125006418,15.350814310648149,0.45635447,0.0037569811861338,72296
qmix,2,3600756,0.38593256,0.31044146,0.37448412,0.28478435,0.05,3.127372980117798,28.8,0.7604167,0.0064322312944568,15.128119513012845,0.4004934,0.0033325511151023,74935
qmix,2,3700763,0.30751985,0.2006265,0.3948611,0.2305125,0.05,3.535599708557129,34.45,0.702381,0.0077503582986537,15.960811382884016,0.36450738,0.0038280294252885,77834
qmix,2,3800801,0.35873017,0.29520577,0.31805557,0.26081833,0.05,2.669323205947876,30.8,0.6767857,0.0080718561424873,15.147937153289222,0.4462821,0.0042817732412515,80929
qmix,2,3900829,0.34309524,0.23506905,0.39940476,0.30323523,0.05,3.1969919204711914,35.75,0.7425,0.0093478291528299,16.19529252591629,0.3210865,0.0040903664376581,84012
qmix,3,100033,0.0125,0.054486237,0.016666668,0.07264832,0.762421625,65.83064270019531,50.0,0.029166669,0.01656765830121,0.0,0.08848651,0.0009738675414588,1965
qmix,3,200066,0.02,0.06,0.0125,0.054486234,0.52484325,109.74002075195312,50.0,0.0325,0.0108588813542155,0.0,0.07790218,0.002917271376832,3967
qmix,3,300080,0.04916667,0.10130742,0.01,0.043588992,0.28731,100.07624053955078,50.0,0.05916667,0.0102553542383247,0.0,0.10573487,0.0019566461458668,5969
qmix,3,400080,0.030952383,0.093161896,0.057500005,0.12150388,0.05,72.77420043945312,50.0,0.088452384,0.0116128604422556,0.0,0.14100641,0.0023259358232142,7969
qmix,3,500080,0.0,0.0,0.025,0.074999996,0.05,50.50083923339844,50.0,0.025,0.0104254604462767,0.0,0.074999996,0.0023314180916457,9969
qmix,3,600080,0.032916665,0.085166305,0.045416664,0.09694913,0.05,46.63312911987305,50.0,0.07833333,0.0096462937974138,0.0,0.123389624,0.0030828676238813,11969
qmix,3,700080,0.04047619,0.10243631,0.01,0.043588992,0.05,27.264013290405277,50.0,0.050476193,0.0184247853030683,0.0,0.107627474,0.0015645840570293,13969
qmix,3,800080,0.016666668,0.07264832,0.0625,0.111414514,0.05,17.984493255615234,50.0,0.079166666,0.0179221479018451,0.0,0.16345872,0.0036212167110675,15969
qmix,3,900080,0.008333334,0.03632416,0.0,0.0,0.05,11.079841613769531,50.0,0.008333334,0.0193672625027829,0.0,0.03632416,0.002908651346626,17969
qmix,3,1000118,0.03511905,0.085803114,0.033333335,0.08079466,0.05,7.460794448852539,50.0,0.06845238,0.0171629416989162,0.0,0.10746479,0.0028369641691194,19970
qmix,3,1100156,0.050178576,0.09214339,0.039285712,0.09374575,0.05,4.583439826965332,50.0,0.08946429,0.0127822979411575,0.0,0.13197613,0.001894339458779,21972
qmix,3,1200188,0.032142855,0.07897623,0.022499999,0.06796139,0.05,3.198122024536133,50.0,0.054642856,0.0116084750043228,0.0,0.12513818,0.0020117022438624,23975
qmix,3,1300199,0.044999998,0.090691775,0.06125,0.14587562,0.05,2.3752052783966064,50.0,0.10625,0.0114392021991079,0.0,0.20552905,0.0024659109210928,25977
qmix,3,1400221,0.038095243,0.09594974,0.07880952,0.15121184,0.05,1.468595027923584,50.0,0.11690477,0.0122580040013417,0.0,0.20312455,0.0024175190816661,27979
qmix,3,1500254,0.06714286,0.18031152,0.02,0.087177984,0.05,1.613624095916748,50.0,0.087142855,0.0137761584948748,0.0,0.19345938,0.0047676876065258,29985
qmix,3,1600299,0.02625,0.08995658,0.06815477,0.1535377,0.05,1.5384669303894043,50.0,0.09440477,0.0126637373468838,0.0,0.1675944,0.0030992253152807,31990
qmix,3,1700299,0.04900794,0.1047745,0.07089286,0.1041408,0.05,1.062727928161621,50.0,0.119900785,0.011485795903718,0.0,0.12196054,0.0020437608907313,33993
qmix,3,1800340,0.07380953,0.11967691,0.09630953,0.14551783,0.05,0.8083693981170654,50.0,0.17011905,0.012270872760564,0.0,0.16592434,0.0028859782149741,36001
qmix,3,1900376,0.042142857,0.086570136,0.066785716,0.15081878,0.05,1.658972144126892,50.0,0.10892858,0.011026649994892,0.0,0.15688089,0.0021084088743926,38006
qmix,3,2000417,0.08089285,0.14450954,0.08636905,0.12715013,0.05,0.7625225782394409,50.0,0.16726191,0.0122539207484805,0.0,0.15696938,0.0020566592188302,40014
qmix,3,2100434,0.073750004,0.12414361,0.10583334,0.18114412,0.05,0.4585170745849609,50.0,0.17958334,0.0109305979538476,0.0,0.22895408,0.0013550338523671,42025
qmix,3,2200447,0.10464287,0.17246787,0.10744049,0.16963592,0.05,0.7284718155860901,50.0,0.21208334,0.010938572793384,0.0,0.2525556,0.0017734164582203,44044
qmix,3,2300461,0.13726191,0.20995393,0.085,0.11629704,0.05,0.7449063062667847,49.95,0.2222619,0.0107891458494123,0.2179449471770336,0.27902412,0.0020315604188832,46071
qmix,3,2400487,0.07107143,0.11914823,0.1075,0.21346837,0.05,0.6722076535224915,47.65,0.17857143,0.0113480311498278,10.243412517320584,0.27428943,0.0028511209527423,48098
qmix,3,2500512,0.08402778,0.18156952,0.08055556,0.16919838,0.05,1.091943621635437,48.45,0.16458334,0.0123612625407986,6.756293362488044,0.2579281,0.0025693287707322,50132
qmix,3,2600523,0.046428572,0.099452876,0.09678572,0.17561081,0.05,1.5752449035644531,48.55,0.1432143,0.0113926331541733,6.320403468133976,0.23230371,0.0032737322217242,52207
qmix,3,2700553,0.13420635,0.17297181,0.14845237,0.163305,0.05,0.9103482961654664,49.45,0.28265876,0.0102790541917784,2.3973944189473704,0.2729139,0.0005846184040015,54297
qmix,3,2800597,0.08261905,0.111580335,0.07190476,0.118409246,0.05,1.1242550611495972,50.0,0.15452382,0.010325770752388,0.0,0.18775724,0.0016815986915928,56392
qmix,3,2900597,0.033333335,0.08079467,0.09853175,0.1828745,0.05,2.2094314098358154,48.7,0.13186507,0.0106825145398033,5.666568626602875,0.23437117,0.0018798203337808,58539
qmix,3,3000609,0.11047618,0.2025775,0.06285714,0.13540566,0.05,2.3634583950042725,50.0,0.17333332,0.0125861855020048,0.0,0.24414411,0.0018520847181048,60705
qmix,3,3100643,0.19291666,0.18857251,0.21736112,0.20888296,0.05,1.759373426437378,44.9,0.41027778,0.0106984456942882,12.340583454602138,0.29453132,0.0035867706515046,62926
qmix,3,3200669,0.14845239,0.16989104,0.23607144,0.30308533,0.05,1.8669263124465945,43.0,0.3845238,0.009781760405167,13.978555004005242,0.40265736,0.0037102246837875,65210
qmix,3,3300688,0.21695438,0.2595881,0.2491369,0.24172062,0.05,3.5130045413970947,41.65,0.46609125,0.0098962584947003,14.619422013198742,0.37348238,0.0043409412088908,67504
qmix,3,3400710,0.26311508,0.22931302,0.29878968,0.31963253,0.05,2.264847993850708,40.5,0.5619047,0.0081868561537703,13.24197870410612,0.4169074,0.0027119037905869,69859
qmix,3,3500726,0.1509524,0.17088604,0.17130953,0.22266486,0.05,2.900599956512451,47.95,0.32226193,0.012754414541996,8.935742834258383,0.30053455,0.0037492843641404,72376
qmix,3,3600771,0.29196426,0.2384803,0.36434525,0.27294126,0.05,3.429349899291992,34.7,0.6563095,0.0090028145059477,16.77229859023503,0.39725763,0.0053650657880619,74973
qmix,3,3700778,0.3793254,0.3007176,0.344881,0.299919,0.05,2.266169309616089,31.55,0.7242063,0.0063448063563555,16.907025167071822,0.40328768,0.0038697845379942,77632
qmix,3,3800786,0.23505953,0.23113564,0.2607738,0.29533252,0.05,3.27869176864624,36.15,0.49583334,0.0073232124414062,17.298193547304297,0.44446835,0.0034848086603942,80507
qmix,3,3900805,0.37138888,0.27783486,0.37027782,0.289568,0.05,2.945335626602173,28.9,0.7416667,0.0060211603995412,16.67003299336867,0.41658333,0.0034897294367392,83374
qmix,4,100048,0.0,0.0,0.016666668,0.07264832,0.762386,110.78357696533205,50.0,0.016666668,0.0104462354502175,0.0,0.07264832,0.0025936908222715,1966
qmix,4,200051,0.0,0.0,0.0,0.0,0.5248788750000001,186.3946228027344,50.0,0.0,0.0099443772021913,0.0,0.0,0.0032243616840309,3967
qmix,4,300082,0.0,0.0,0.03125,0.077811874,0.2873052499999999,178.99359130859375,50.0,0.03125,0.0099596417043358,0.0,0.077811874,0.0028030230659663,5968
qmix,4,400082,0.0,0.0,0.0,0.0,0.05,127.78707885742188,50.0,0.0,0.0100028729590121,0.0,0.0,0.0033990695746986,7968
qmix,4,500082,0.018452382,0.063940324,0.008333334,0.03632416,0.05,118.2902603149414,50.0,0.026785713,0.0101126500987447,0.0,0.08055532,0.003089703064037,9968
qmix,4,600082,0.020833334,0.06387379,0.01,0.043588992,0.05,114.68401336669922,50.0,0.030833334,0.0118144665466388,0.0,0.07458682,0.0034735565877854,11968
qmix,4,700127,0.05916667,0.15334013,0.008333334,0.03632416,0.05,63.06533050537109,50.0,0.06750001,0.009000014499179,0.0,0.18321776,0.0011411973162196,13969
qmix,4,800141,0.0,0.0,0.014285715,0.062269986,0.05,49.616058349609375,50.0,0.014285715,0.0114760478987591,0.0,0.062269986,0.0026947123966169,15970
qmix,4,900159,0.0,0.0,0.0,0.0,0.05,26.65044212341309,50.0,0.0,0.0100188873533625,0.0,0.0,0.0020679563947265,17971
qmix,4,1000159,0.0,0.0,0.0,0.0,0.05,15.89596462249756,50.0,0.0,0.0095106853492325,0.0,0.0,0.0003230068002326,19971
qmix,4,1100195,0.03797619,0.07805195,0.08023809,0.15392834,0.05,16.6253604888916,50.0,0.118214294,0.0101081226952373,0.0,0.18935426,0.0021113407374538,21972
qmix,4,1200195,0.033333335,0.08079466,0.020833334,0.06387379,0.05,9.349292755126951,50.0,0.054166667,0.0105652645986992,0.0,0.124373436,0.0028460830004562,23972
qmix,4,1300207,0.025,0.07949494,0.044999998,0.120312095,0.05,6.1607747077941895,50.0,0.07,0.0101178854034515,0.0,0.136178,0.0019948057929237,25973
qmix,4,1400209,0.06333333,0.12600707,0.01,0.043588992,0.05,3.5754952430725098,50.0,0.07333333,0.0110473082982935,0.0,0.143217,0.0024206197208773,27977
qmix,4,1500217,0.024285715,0.07410693,0.033333335,0.14529663,0.05,3.004255771636963,50.0,0.057619054,0.0116383790533291,0.0,0.15806296,0.0021162242195669,29979
qmix,4,1600245,0.057946432,0.13684501,0.10366072,0.1813055,0.05,1.180179476737976,50.0,0.16160715,0.0126899666473036,0.0,0.2347346,0.0030179339946186,31983
qmix,4,1700291,0.035555556,0.09671135,0.014285715,0.062269986,0.05,1.209658145904541,50.0,0.04984127,0.0111669043573783,0.0,0.11052044,0.0021389257143648,33988
qmix,4,1800304,0.064166665,0.10017692,0.15333334,0.17293222,0.05,1.4736672639846802,50.0,0.2175,0.0133762853452935,0.0,0.19709523,0.0022821779631441,35994
qmix,4,1900339,0.061309528,0.13580172,0.08559524,0.12126851,0.05,1.342152714729309,50.0,0.14690477,0.0084863333991961,0.0,0.18161549,0.0028468799771496,38006
qmix,4,2000371,0.08011904,0.11147404,0.05261905,0.11270207,0.05,1.31078839302063,50.0,0.1327381,0.007969393802341,0.0,0.1657541,0.0020688328370757,40022
qmix,4,2100373,0.068809524,0.13542974,0.11,0.23596139,0.05,1.9358161687850952,47.9,0.17880952,0.0087078707991167,9.153687781435416,0.29850146,0.0026567149254026,42038
qmix,4,2200381,0.109404765,0.16383907,0.08753969,0.15103513,0.05,1.731451392173767,50.0,0.19694446,0.0085178541892673,0.0,0.22140202,0.0022516576191772,44056
qmix,4,2300389,0.07261904,0.15886949,0.07416667,0.13202222,0.05,1.5775282382965088,47.9,0.14678572,0.0080718103970866,9.153687781435416,0.25810805,0.0021639741044195,46085
qmix,4,2400425,0.14166667,0.18106766,0.135,0.15384075,0.05,1.4745421409606934,50.0,0.27666667,0.0105406834598397,0.0,0.27087307,0.0040252787120496,48121
qmix,4,2500439,0.10416667,0.15337636,0.0904762,0.18386595,0.05,1.4248584508895874,47.9,0.19464287,0.0089672813541255,9.153687781435416,0.2705624,0.0027843941044414,50146
qmix,4,2600448,0.06047619,0.13875131,0.09428571,0.16183892,0.05,1.4841854572296145,50.0,0.15476191,0.0103946459043072,0.0,0.2050358,0.0023317838033897,52183
qmix,4,2700487,0.19714285,0.15799122,0.115535714,0.20800091,0.05,1.3709276914596558,48.25,0.31267858,0.0096616187423933,7.628073151196179,0.252408,0.0030610330666448,54233
qmix,4,2800533,0.06125,0.12808079,0.116964296,0.15715453,0.05,1.417411208152771,50.0,0.17821428,0.0107256542512914,0.0,0.21785685,0.0026121913657703,56293
qmix,4,2900534,0.09464286,0.14188933,0.08083333,0.16660626,0.05,1.6382352113723757,47.95,0.17547621,0.0083796082588378,8.935742834258383,0.2506229,0.0015394972883564,58380
qmix,4,3000581,0.06761905,0.12848629,0.081488095,0.12942533,0.05,1.0609993934631348,50.0,0.14910714,0.0082897603977471,0.0,0.20695765,0.0001278480294287,60459
qmix,4,3100594,0.051666666,0.13185641,0.13291666,0.26817897,0.05,1.4712165594100952,47.95,0.18458334,0.009245737499441,8.935742834258383,0.29441887,0.0026247364169406,62571
qmix,4,3200594,0.12436508,0.19756551,0.099563494,0.16828084,0.05,1.4789525270462036,43.95,0.22392857,0.0080155145958997,14.434247469127028,0.3421379,0.0026215597367832,64690
qmix,4,3300636,0.24309525,0.32803693,0.09547619,0.13302878,0.05,1.8188172578811648,42.1,0.33857143,0.0074723687022924,15.852129194527782,0.3966238,0.0028067525231417,66868
qmix,4,3400660,0.19095239,0.2229042,0.10583334,0.17314693,0.05,2.5902469158172607,45.5,0.29678568,0.0096114583458984,11.047624178980746,0.34139925,0.0032354971343638,69095
qmix,4,3500667,0.18224207,0.19744387,0.25799602,0.23575005,0.05,3.2095749378204346,43.05,0.4402381,0.0081062229932285,12.5118943409861,0.374012,0.002610167139236,71388
qmix,4,3600703,0.1654762,0.24085484,0.17166667,0.22067961,0.05,1.8893569707870483,44.75,0.33714288,0.0096533687930786,12.061819929015687,0.41350666,0.0033328706558676,73681
qmix,4,3700752,0.22413962,0.24722138,0.21271102,0.22186118,0.05,2.017348289489746,40.15,0.43685064,0.0070410853018984,15.30775947028173,0.4242826,0.0026740251075825,76004
qmix,4,3800787,0.18472221,0.25167876,0.25325397,0.23106062,0.05,2.660576820373535,46.7,0.4379762,0.0085352333524497,9.3706990134141,0.3947081,0.0017210485889945,78317
qmix,4,3900803,0.13434525,0.15284216,0.22702384,0.25995517,0.05,3.163427352905273,44.75,0.36136904,0.008317508053733,11.374862636533242,0.3721339,0.0021523348172426,80699
